matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	sexer	cartevpr	nbjdebit
807413	31	1	1	45	2	127	1	2	0	0	1	22	79711	24	269640	0	0	1	-1505	22	13	28	0	269640	0	0	4	79711	2	72535	2	7176	0	0	0	0	0	0	13	1	0	85600	500	0	0	48
808404	31	1	0	47	1	211	1	3	0	0	1	19	0	9	64824	0	64824	1	6887	19	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	1679	0	1	0	1
808665	31	3	1	37	1	120	4	2	0	0	5	24	107	0	0	0	0	1	2356	24	13	48	0	0	1	33485	2	107	1	0	1	107	0	0	0	0	0	0	14	1	0	37431	33485	0	0	0
841461	31	1	1	41	2	281	4	2	0	0	1	8	131	0	19732	19732	0	1	434	8	20	11	0	0	1	13794	1	131	0	0	1	131	0	0	0	0	0	0	0	1	0	19716	14294	0	0	45
848758	31	2	1	54	1	224	1	4	0	0	0	0	0	0	0	0	0	1	0	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0
849121	13	2	1	38	1	199	1	1	0	0	0	24	224991	0	5529	5529	0	1	4948	24	13	57	0	0	0	0	3	224991	2	224427	1	564	0	0	0	0	0	0	21	1	0	225191	200	0	0	8
849838	31	4	0	52	2	158	2	1	0	0	0	10	67139	0	0	0	0	1	2795	10	13	36	0	0	1	33991	3	67139	1	47214	2	19925	0	0	0	0	0	0	18	1	0	106467	33991	1	0	0
850316	31	1	0	36	2	112	1	2	0	0	0	43	76254	10	135985	0	135985	2	9081	42	13	27	0	0	0	0	2	76254	1	46578	1	29676	0	0	0	0	0	0	1	1	0	87061	0	1	0	0
855511	31	1	0	43	1	204	1	3	0	0	0	18	0	0	0	0	0	1	2248	18	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	2543	0	1	0	35
856286	31	1	1	30	2	105	1	2	0	0	9	19	113694	0	0	0	0	2	5441	16	13	40	3500	0	0	0	4	113694	2	104894	2	8800	0	0	0	0	0	0	4	1	0	122566	0	0	0	19
856838	31	1	0	31	1	88	1	1	0	0	0	12	433955	0	0	0	0	1	26300	12	14	16	0	0	1	27226	3	433955	2	402275	1	31680	0	0	0	0	0	0	5	1	0	496881	27226	1	0	0
858621	31	1	0	63	3	102	1	2	0	0	0	13	30174	0	0	0	0	1	4198	13	13	40	0	0	1	40313	2	30174	0	0	1	21592	1	8582	0	0	0	0	5	1	0	75849	40313	1	0	0
859357	31	1	1	42	4	71	4	2	0	0	3	18	0	0	0	0	0	1	7258	18	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	7528	749	0	0	25
860230	31	3	0	23	2	63	3	3	0	0	0	5	13827	0	0	0	0	1	6744	5	14	15	0	0	0	0	1	13827	1	13827	0	0	0	0	0	0	0	0	0	1	1	22342	0	1	0	0
860318	31	2	1	24	2	62	3	4	0	0	0	10	0	8	5642	5642	0	1	1309	10	13	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	2475	0	0	0	39
900914	31	1	1	61	1	824	4	2	0	0	4	13	354	11	121024	0	71342	1	5640	13	14	59	50500	49682	0	0	2	354	0	0	2	354	0	0	0	0	0	0	22	1	0	27297	750	0	0	12
941140	31	2	0	60	1	280	1	2	0	0	2	35	29916	12	189946	0	0	1	13057	35	13	37	0	189946	1	22041	3	29916	1	0	2	29916	0	0	0	0	0	0	11	1	0	77069	30728	1	0	0
945138	82	1	0	34	1	155	2	1	0	0	0	17	164417	7	31353	0	31353	1	7677	16	14	36	0	0	0	0	3	164417	2	132958	1	31459	0	0	0	0	0	0	15	1	0	174291	311	1	0	1
945628	31	1	1	41	1	140	2	2	0	0	2	6	1802	11	17597	17597	0	1	429	6	13	44	15000	0	0	0	1	1802	0	0	1	1802	0	0	0	0	0	0	16	1	0	4798	0	0	0	46
946349	31	4	0	28	2	109	3	3	0	0	2	4	0	0	0	0	0	1	1764	4	13	25	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4399	0	1	0	0
981912	31	1	1	29	2	72	4	2	0	0	1	12	12889	0	0	0	0	1	1903	11	13	29	0	0	0	0	3	12889	2	12787	1	102	0	0	0	0	0	0	0	1	1	17746	0	0	0	16
982023	31	2	0	27	2	69	3	3	0	0	0	0	0	0	0	0	0	1	5216	0	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1368	0	1	0	0
982301	6	1	0	45	3	63	2	3	0	0	2	14	4920	0	0	0	0	1	-920	14	13	27	0	0	0	0	1	4920	0	0	1	4920	0	0	0	0	0	0	7	1	0	6239	0	1	0	57
1015754	31	1	0	52	1	822	2	2	0	0	1	12	113	8	2710	0	2710	1	7932	12	13	33	18200	0	0	0	1	113	0	0	1	113	0	0	0	0	0	0	5	1	0	9360	0	1	0	0
1031227	31	3	1	56	1	837	1	4	0	0	0	8	10256	0	3559	3559	0	1	495	8	13	23	46400	0	1	54384	2	10256	1	10044	1	212	0	0	0	0	0	0	6	1	0	64740	54484	0	0	31
1045226	31	3	0	26	2	103	3	4	0	0	0	0	0	0	0	0	0	1	303	0	26	1	22120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	245	0	1	0	0
1051618	31	3	1	46	2	294	2	2	0	0	1	14	25815	51	265057	0	0	1	20448	14	14	17	0	265057	0	0	2	25815	1	2305	1	23510	0	0	0	0	0	0	1	1	0	49307	200	0	0	0
1054203	31	1	1	39	1	161	2	4	0	0	3	19	0	3	8944	3371	5573	1	-4021	19	13	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	400	400	0	0	65
1055295	31	4	0	35	2	138	1	2	0	0	0	10	406	0	0	0	0	1	-4117	10	13	32	0	0	0	0	1	406	0	0	1	406	0	0	0	0	0	0	5	2	1	4013	250	1	0	70
1055500	31	1	0	51	5	130	1	3	0	0	1	27	19643	17	95460	0	95460	1	8099	27	13	70	0	0	0	0	1	19643	0	0	1	19643	0	0	0	0	0	0	26	2	1	21031	0	1	0	29
1070764	31	2	0	60	2	242	1	1	0	0	1	13	154496	0	0	0	0	1	6877	13	14	22	0	0	0	0	3	154496	1	138952	2	15544	0	0	0	0	0	0	3	1	0	166476	0	1	0	0
1071111	31	2	1	48	1	224	1	2	0	0	1	22	6017	14	41847	41847	0	1	9266	22	13	59	0	0	0	0	1	6017	0	0	1	6017	0	0	0	0	0	0	22	1	0	22146	0	0	0	0
1072054	31	2	1	48	1	236	1	1	0	0	3	12	33500	17	58721	0	0	1	7822	11	13	13	4026	58721	1	26470	1	33500	0	0	1	33500	0	0	0	0	0	0	1	1	0	61560	26470	0	0	4
1073668	31	2	0	54	3	143	2	4	0	0	0	7	0	0	0	0	0	1	-1086	7	15	16	52120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2603	0	1	0	56
1140801	31	1	0	56	6	287	1	4	0	0	0	7	15776	15	74040	5080	68960	1	-1886	7	13	61	207900	0	0	0	3	15776	1	15067	2	709	0	0	0	0	0	0	26	2	1	19935	4159	1	0	50
1142199	31	1	1	56	1	268	1	1	0	0	3	326	659260	17	2966630	0	0	1	157234	159	13	27	234840	2966630	2	1389655	3	659260	1	99530	2	559730	0	0	0	0	0	0	1	1	0	2297333	1491282	0	0	0
1144111	31	1	1	48	2	306	1	2	0	0	0	3	8835	0	0	0	0	1	22511	3	13	6	25000	0	1	28012	2	8835	2	8835	0	0	0	0	0	0	0	0	1	1	0	60511	28012	0	0	0
1145578	31	1	1	36	1	202	4	2	0	0	3	28	3967	25	439119	1551	48395	1	4803	27	13	96	44090	389173	1	9069	4	3967	2	3451	2	516	0	0	0	0	0	0	35	2	0	13036	9069	0	0	6
1146085	31	1	0	64	3	227	3	1	0	0	0	7	272013	0	0	0	0	1	4672	7	13	10	0	0	0	0	3	272013	1	220785	2	51228	0	0	0	0	0	0	0	1	0	282563	200	1	0	0
1148038	31	1	1	44	1	149	1	1	0	0	1	76	233181	8	243083	0	55157	2	21926	63	13	98	64300	187926	2	100228	3	233181	2	199964	1	33217	0	0	0	0	0	0	44	2	0	388398	104631	0	0	0
1148351	31	1	1	46	1	170	1	4	0	0	3	52	18319	0	11310	11310	0	3	47	47	13	81	0	0	0	0	3	18319	2	18059	1	260	0	0	0	0	0	0	33	2	1	31762	0	0	0	90
1160308	31	1	1	60	1	241	4	3	0	0	1	20	0	0	0	0	0	1	241827	20	13	23	31666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	230627	100	0	0	0
1163226	31	1	1	42	1	196	1	2	0	0	4	31	0	0	0	0	0	1	8747	31	13	83	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2	0	22850	400	0	0	15
1166646	31	1	1	25	2	84	3	4	0	0	0	12	139	0	0	0	0	1	13516	12	16	36	0	0	0	0	1	139	0	0	1	139	0	0	0	0	0	0	17	1	0	11414	0	0	0	0
1168744	31	1	1	25	2	64	3	3	0	0	0	9	0	0	0	0	0	1	3481	9	13	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	7490	0	0	0	4
1168833	31	1	0	56	5	63	3	4	0	0	0	4	0	0	0	0	0	1	5194	4	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3465	0	1	0	0
1220702	31	1	1	61	1	824	1	1	0	0	0	18	205809	9	135303	0	0	1	5408	18	13	58	26000	135303	0	0	5	205809	2	173852	3	31957	0	0	0	0	0	0	12	2	1	217296	0	0	0	0
1242198	31	1	1	65	1	285	3	4	0	0	1	9	58751	0	0	0	0	1	5303	9	13	24	35000	0	1	133046	3	58751	2	25994	1	32757	0	0	0	0	0	0	0	1	0	194506	133046	0	0	0
1242213	31	1	1	46	2	262	2	1	0	0	0	18	177147	0	0	0	0	1	14068	13	13	13	0	0	4	268800	3	177147	1	57737	2	119410	0	0	0	0	0	0	1	1	0	466205	268800	0	0	0
1243652	31	3	0	39	2	145	1	1	0	0	0	143	9801	0	0	0	0	1	13168	143	13	53	0	0	0	0	1	9801	1	9801	0	0	0	0	0	0	0	0	38	1	0	813164	540609	1	0	34
1244834	75	1	1	36	2	198	1	4	0	0	0	16	109	0	0	0	0	1	18705	16	13	41	0	0	0	0	1	109	0	0	1	109	0	0	0	0	0	0	17	1	0	15885	200	0	0	0
1247285	31	1	1	53	1	133	1	2	0	0	0	4	15096	0	357628	0	0	1	849	4	13	4	0	357628	1	21858	3	15096	2	14874	1	222	0	0	0	0	0	0	0	1	0	47424	26817	0	0	39
1248238	31	1	1	42	1	115	1	2	0	0	0	26	42836	14	129614	1133	128481	1	878	3	14	58	0	0	0	0	2	42836	1	15476	1	27360	0	0	0	0	0	0	19	1	0	42836	0	0	0	15
1248490	11	1	1	61	1	148	4	4	0	0	0	12	375122	9	7781	7781	0	1	3705	11	13	32	0	0	1	27498	3	375122	2	344177	1	30945	0	0	0	0	0	0	7	1	0	409249	27498	0	0	0
1248958	31	1	0	34	2	96	2	3	0	0	1	12	0	95	14504	11989	2515	1	12163	12	13	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	21504	0	1	0	0
1251267	31	2	0	43	1	244	2	2	0	0	1	9	0	0	0	0	0	1	3047	9	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	1200	0	1	0	0
1251654	92	2	1	42	2	230	2	1	0	0	1	21	220451	0	0	0	0	1	14388	19	13	30	0	0	0	0	4	220451	2	160602	2	59849	0	0	0	0	0	0	11	1	0	220582	0	0	0	0
1251804	31	2	0	62	3	283	3	1	0	0	1	18	901767	0	0	0	0	1	7015	18	13	35	0	0	1	434097	5	901767	2	529193	2	143625	1	228949	0	0	0	0	2	1	0	1379220	462673	1	0	0
1252486	31	2	1	46	1	198	1	1	0	0	1	24	90769	20	260467	0	0	1	4771	22	13	51	0	260467	0	0	4	90769	2	49761	2	41008	0	0	0	0	0	0	0	1	0	96430	0	0	0	0
1253621	31	1	0	35	2	185	1	2	0	0	0	16	7136	0	0	0	0	1	6667	16	14	31	0	0	0	0	1	7136	1	7136	0	0	0	0	0	0	0	0	3	1	0	23769	0	1	0	2
1253792	31	2	0	43	3	148	2	3	0	0	1	3	0	0	0	0	0	1	126582	3	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	126509	0	1	0	0
1253928	31	3	0	25	2	142	3	3	0	0	0	1	809	0	0	0	0	1	1352	1	13	15	10000	0	0	0	1	809	0	0	1	809	0	0	0	0	0	0	0	1	1	10632	0	1	0	2
1256165	11	1	0	32	5	111	2	2	0	0	0	15	63567	19	173002	0	0	2	3961	13	14	29	0	173002	0	0	4	63567	2	33567	2	30000	0	0	0	0	0	0	6	1	0	77651	0	1	0	0
1257687	31	1	0	32	2	79	2	3	0	0	0	0	665	0	0	0	0	1	2193	0	14	2	0	0	0	0	2	665	0	0	2	665	0	0	0	0	0	0	1	1	0	1439	0	1	0	0
1259796	31	1	0	34	4	121	1	1	0	0	0	21	147923	5	27483	0	27483	2	4507	21	13	46	0	0	0	0	3	147923	1	144485	2	3438	0	0	0	0	0	0	17	2	0	157724	0	1	0	3
1261282	31	2	1	28	1	42	3	3	0	0	3	14	0	0	0	0	0	1	2778	14	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	7119	0	0	0	11
1270161	31	2	1	33	1	121	1	2	0	0	0	29	52746	0	0	0	0	1	14013	29	13	83	0	0	0	0	4	52746	2	22762	2	29984	0	0	0	0	0	0	20	3	1	72633	0	0	0	0
1270333	31	2	0	31	2	110	3	4	0	0	0	39	266	0	0	0	0	1	4443	39	15	14	0	0	0	0	2	266	0	0	2	266	0	0	0	0	0	0	6	2	1	2938	0	1	0	15
1322982	31	1	1	65	1	316	1	1	0	0	2	35	28029	6	12172	0	0	1	9529	35	13	75	0	12172	1	84117	4	28029	2	16290	2	11739	0	0	0	0	0	0	17	1	0	242036	121843	0	0	4
1332460	31	2	1	40	1	94	2	2	0	0	0	6	57509	0	0	0	0	1	5268	6	13	23	0	0	1	15585	1	57509	1	57509	0	0	0	0	0	0	0	0	4	1	0	76879	15585	0	0	0
1333915	31	1	0	47	1	167	1	1	0	0	0	19	117452	0	0	0	0	1	3544	18	14	36	15000	0	1	121545	3	117452	1	71103	2	46349	0	0	0	0	0	0	16	1	0	242732	121545	1	0	3
1335795	31	1	0	48	4	49	2	2	0	0	1	13	0	0	0	0	0	1	5168	13	13	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	9088	0	1	0	0
1340327	31	3	0	57	2	307	2	2	0	0	2	11	3183	0	0	0	0	1	2838	11	13	38	26000	0	0	0	1	3183	0	0	1	3183	0	0	0	0	0	0	11	1	0	7819	500	1	0	34
1341444	75	3	0	43	2	278	1	1	0	0	1	30	169421	0	0	0	0	1	19627	25	13	22	0	0	0	0	3	169421	2	135284	1	34137	0	0	0	0	0	0	10	1	0	202618	0	1	0	0
1342937	31	1	1	53	1	240	1	4	0	-5	0	5	118230	78	409008	75960	333048	1	-67074	5	13	10	90920	0	0	0	1	118230	1	118230	0	0	0	0	0	0	0	0	0	1	0	118230	0	0	0	90
1344160	31	3	1	47	2	215	1	4	0	0	1	10	70374	0	0	0	0	1	86787	10	13	3	0	0	0	0	2	70374	2	70374	0	0	0	0	0	0	0	0	0	1	0	168287	0	0	0	0
1345527	31	1	0	54	1	185	2	4	0	-2	2	13	268	7	20450	20450	0	1	-5163	13	13	27	187560	0	0	0	1	268	0	0	1	268	0	0	0	0	0	0	9	1	0	468	200	1	0	77
1347052	75	3	0	23	2	147	3	1	0	0	1	17	159247	0	0	0	0	1	17641	17	13	33	0	0	0	0	2	159247	2	159247	0	0	0	0	0	0	0	0	17	1	0	179540	0	1	0	0
1352981	31	1	0	53	2	172	1	3	0	0	0	1	4500	0	156124	0	42927	1	5103	1	13	31	0	113197	0	0	3	4500	2	2000	1	2500	0	0	0	0	0	0	16	1	0	7610	500	1	0	0
1353440	31	2	0	30	2	144	2	1	0	0	0	18	58420	0	0	0	0	2	4716	18	13	34	0	0	0	0	3	58420	2	0	1	58420	0	0	0	0	0	0	13	1	0	70026	0	1	0	2
1353988	69	3	1	37	1	101	1	4	0	0	2	27	127	0	0	0	0	1	11499	27	13	36	0	0	0	0	1	127	0	0	1	127	0	0	0	0	0	0	17	1	0	13234	0	0	0	0
1421629	31	1	1	63	1	825	4	3	0	0	3	15	0	0	0	0	0	1	8654	15	13	41	48000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12663	0	0	0	0
1440389	31	2	1	57	1	302	2	2	0	0	6	12	14766	0	0	0	0	1	4565	12	13	55	0	0	0	0	1	14766	0	0	1	14766	0	0	0	0	0	0	1	1	0	16013	0	0	0	0
1441107	31	1	0	42	2	282	2	4	0	0	0	9	2897	0	0	0	0	1	7082	9	14	13	0	0	0	0	1	2897	0	0	0	0	1	2897	0	0	0	0	0	1	0	14089	0	1	0	0
1442807	31	1	1	63	1	244	6	2	0	0	0	13	742	7	8574	8574	0	2	10615	13	13	57	53920	0	0	0	2	742	1	0	1	742	0	0	0	0	0	0	21	2	0	5506	0	0	0	11
1444022	31	1	1	36	2	214	1	4	0	0	1	29	14501	7	13369	0	13369	1	5877	29	13	49	0	0	0	0	2	14501	1	2001	1	12500	0	0	0	0	0	0	10	2	1	19773	0	0	0	1
1444770	31	1	1	39	2	194	4	2	0	0	2	13	0	9	18014	18014	0	1	6629	13	13	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	11222	0	0	0	0
1446050	31	1	1	30	2	159	4	4	0	0	3	14	0	0	0	0	0	1	4259	14	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	857	0	0	0	5
1446398	82	1	1	59	3	221	2	1	0	0	5	25	157081	0	0	0	0	1	2420	13	14	45	12000	0	0	0	3	157081	1	74942	2	82139	0	0	0	0	0	0	13	1	0	160182	0	0	0	15
1451038	31	2	0	38	1	190	1	1	0	0	1	19	120759	8	13869	13869	0	1	-869	18	13	50	156000	0	0	0	2	120759	1	120590	1	169	0	0	0	0	0	0	26	2	1	121059	300	1	0	40
1452460	31	2	1	59	1	106	2	1	0	0	0	0	97293	0	0	0	0	1	4138	0	23	1	0	0	0	0	3	97293	1	40448	2	56845	0	0	0	0	0	0	0	2	0	201602	101122	0	0	0
1470770	31	1	1	34	2	145	4	4	0	0	1	8	27827	0	0	0	0	1	1647	7	13	10	0	0	0	0	4	27827	2	21615	2	6212	0	0	0	0	0	0	1	1	0	32962	0	0	0	30
1471063	31	1	0	31	2	133	3	2	0	0	0	12	84086	0	0	0	0	1	14446	12	14	16	0	0	0	0	1	84086	0	0	1	84086	0	0	0	0	0	0	8	1	0	93338	0	1	0	0
1481943	31	1	0	30	1	73	2	3	0	0	1	20	0	0	0	0	0	1	6592	20	13	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4874	0	1	0	5
1540032	65	1	0	54	3	314	2	4	0	0	6	30	121	0	3222	3222	0	1	716	30	13	89	0	0	0	0	1	121	0	0	1	121	0	0	0	0	0	0	21	1	0	321	200	1	0	38
1543359	65	1	1	48	1	225	8	3	0	0	2	6	0	0	0	0	0	1	2371	6	14	14	39000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2997	0	0	0	0
1547438	31	1	0	21	2	136	3	3	0	0	3	4	0	0	0	0	0	1	2972	4	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	2147	0	1	0	0
1547469	64	1	0	47	1	135	3	2	0	0	1	12	10686	0	0	0	0	1	4103	12	13	44	36500	0	0	0	1	10686	1	10686	0	0	0	0	0	0	0	0	0	1	0	11930	0	1	0	15
1547622	32	5	1	64	1	131	1	2	0	0	0	18	224	12	39552	0	39552	1	-1350	18	13	58	0	0	0	0	1	224	0	0	1	224	0	0	0	0	0	0	19	1	0	1184	0	0	0	57
1548475	65	1	0	40	2	95	2	2	0	0	0	20	0	0	0	0	0	1	5325	20	13	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	3177	250	1	0	9
1560147	65	4	0	59	1	177	3	2	0	0	2	5	47110	17	21720	0	21720	1	4421	5	14	18	0	0	0	0	3	47110	1	2231	1	44879	1	0	0	0	0	0	0	1	0	53111	0	1	0	0
1563426	32	3	1	31	4	88	4	3	0	0	1	6	0	14	98368	1353	0	1	1605	6	14	33	0	97015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	14
1563933	65	1	1	28	2	75	2	3	0	0	0	6	0	18	40778	0	40778	1	4456	6	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	7947	0	0	0	0
1565135	65	4	0	31	1	49	2	3	0	0	0	8	0	0	0	0	0	3	4371	8	13	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	8840	0	1	0	0
1565139	65	1	0	22	2	49	3	3	0	0	2	1	0	0	0	0	0	1	660	1	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	9039	0	1	0	0
1565403	31	2	0	25	2	42	3	3	0	0	3	2	17733	0	0	0	0	1	977	2	14	23	0	0	0	0	1	17733	1	17733	0	0	0	0	0	0	0	0	10	1	0	18054	0	1	0	1
1620257	31	3	1	60	1	833	1	1	0	0	2	48	143572	7	18401	18401	0	1	31761	45	13	31	45000	0	0	0	3	143572	2	114049	1	29523	0	0	0	0	0	0	10	1	0	200939	4823	0	0	0
1631079	82	3	1	65	1	813	4	1	0	0	0	13	98172	38	213391	15986	21727	1	2745	11	13	30	216384	175678	0	0	3	98172	2	65804	1	32368	0	0	0	0	0	0	5	1	0	185042	81581	0	0	2
1642998	31	2	1	57	1	259	4	2	0	0	1	14	115	8	26895	26895	0	1	11415	14	13	53	438	0	0	0	1	115	0	0	1	115	0	0	0	0	0	0	10	1	0	19023	200	0	0	0
1648920	31	3	0	32	1	96	3	3	0	0	5	5	0	0	1015	1015	0	1	161	5	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	51
1741830	31	3	1	58	3	256	1	4	0	-2	4	13	324	2	6944	0	6944	1	-2807	12	14	36	0	0	0	0	2	324	1	0	1	324	0	0	0	0	0	0	0	1	1	4815	0	0	0	68
1743295	31	4	0	30	2	205	2	2	0	0	0	5	2390	0	0	0	0	1	3668	5	13	29	0	0	0	0	1	2390	0	0	1	2390	0	0	0	0	0	0	0	1	0	2553	0	1	0	2
1744033	31	3	1	27	2	184	3	2	0	0	0	15	0	0	0	0	0	1	24695	15	13	19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	1	0	31776	9045	0	0	0
1744901	31	1	1	32	2	154	1	2	0	0	0	8	878	0	0	0	0	1	8529	8	14	20	0	0	0	0	2	878	0	0	1	131	1	747	0	0	0	0	0	1	1	10820	0	0	0	0
1745446	31	1	0	37	2	136	4	2	0	0	3	5	92133	0	0	0	0	1	18998	5	13	30	0	0	0	0	2	92133	1	51249	1	40884	0	0	0	0	0	0	7	1	0	109938	0	1	0	0
1745714	31	3	1	51	1	127	2	1	0	0	0	26	172571	0	0	0	0	2	24283	26	14	37	0	0	1	33346	2	172571	1	115867	1	56704	0	0	0	0	0	0	13	3	2	262991	39526	0	0	0
1745836	31	2	0	29	2	123	3	3	0	0	0	0	0	0	0	0	0	1	16422	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15627	0	1	0	0
1746583	31	2	0	30	2	153	3	2	0	0	0	30	108	0	0	0	0	1	2515	30	13	35	35000	0	0	0	1	108	0	0	1	108	0	0	0	0	0	0	16	1	0	3722	0	1	0	41
1747141	31	3	0	27	2	102	2	3	0	0	1	7	27947	0	2020	2020	0	1	1163	7	13	35	0	0	0	0	3	27947	1	26742	2	1205	0	0	0	0	0	0	0	1	1	27947	0	1	0	27
1840155	47	1	1	46	1	303	2	1	0	0	0	31	8000	0	0	0	0	1	4542	21	14	43	31400	0	0	0	2	8000	0	0	2	8000	0	0	0	0	0	0	13	1	0	12545	0	0	0	1
1842250	32	1	1	52	1	158	1	3	0	0	2	31	39800	14	29551	24042	5509	1	3925	14	15	48	0	0	0	0	2	39800	2	39800	0	0	0	0	0	0	0	0	15	2	1	48937	500	0	0	3
1843330	77	4	1	26	1	99	3	1	0	0	0	47	99999	0	0	0	0	1	8633	14	13	51	0	0	0	0	2	99999	2	99999	0	0	0	0	0	0	0	0	26	2	0	115628	0	0	0	0
1843784	32	4	1	60	1	85	1	4	0	0	1	19	15544	12	99206	0	99206	1	3876	19	13	45	0	0	0	0	2	15544	0	0	2	15544	0	0	0	0	0	0	8	1	0	19890	0	0	0	0
1847382	32	1	1	56	1	48	3	4	0	0	0	4	139	47	3690	0	3690	1	2127	4	15	12	0	0	0	0	1	139	0	0	1	139	0	0	0	0	0	0	0	1	1	757	0	0	0	3
1940715	31	2	1	48	1	302	1	1	0	0	0	12	160342	0	0	0	0	1	1636	12	13	19	10000	0	0	0	2	160342	2	160342	0	0	0	0	0	0	0	0	9	2	1	169649	200	0	0	3
1940826	31	1	1	53	1	300	1	2	0	0	2	23	30000	8	116975	0	0	1	6444	23	13	49	0	116975	0	0	1	30000	0	0	1	30000	0	0	0	0	0	0	0	2	1	40237	0	0	0	0
1943953	31	1	1	54	1	234	2	1	0	0	3	39	332628	0	0	0	0	1	73650	39	14	73	0	0	0	0	3	332628	1	101470	2	231158	0	0	0	0	0	0	20	1	0	369958	0	0	0	0
1945822	31	2	1	50	1	198	1	2	0	0	0	13	18435	0	0	0	0	1	5829	13	15	9	0	0	0	0	3	18435	2	18277	1	158	0	0	0	0	0	0	0	1	0	22231	0	0	0	0
1948567	31	4	1	42	1	137	1	2	0	0	1	20	0	0	0	0	0	1	19738	20	14	57	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	27334	0	0	0	0
1949061	31	1	0	35	5	124	2	4	0	0	2	5	16926	0	5475	5475	0	1	-2540	5	13	20	72000	0	0	0	2	16926	1	16926	1	0	0	0	0	0	0	0	6	1	0	17032	0	1	0	75
1951789	31	1	1	52	1	79	1	2	0	0	5	36	0	0	0	0	0	1	-607	36	13	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	0	4751	328	0	0	50
1954221	31	2	1	22	2	46	3	4	0	0	2	4	0	0	0	0	0	1	2095	4	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	2146	0	0	0	0
1954469	17	1	1	32	2	43	1	1	0	0	0	13	139827	0	0	0	0	1	35957	13	15	36	0	0	0	0	1	139827	0	0	1	139827	0	0	0	0	0	0	20	1	0	177681	0	0	0	0
1954567	31	1	1	53	1	97	1	2	0	0	2	31	2128	3	46470	0	46470	1	8250	31	13	87	0	0	0	0	1	2128	1	2128	0	0	0	0	0	0	0	0	30	1	0	23099	0	0	0	21
1980169	31	1	0	52	3	94	1	2	0	0	0	19	10000	28	303289	0	0	1	5946	19	13	43	0	303289	0	0	1	10000	0	0	1	10000	0	0	0	0	0	0	18	1	0	21313	0	1	0	0
